Código;Família;Subtipo;Descrição;Especialidade;Conc. JJ Ref 1;Conc. JJ Ref 2;Conc. JJ Ref 3;Conc. JJ Ref 4;Diâmetro;Comprimento Fio;Descrição completa agulha;Tipo;Cod. Agulha;Curv;Tamanho Agulha;Env / Cxa;Observação ;RMS;Descrição para Licitação;Composto;NomeConcorrente;codigo_bioline
2NPG10390D-;MONOSOF;NYLON;MONOSOF PRETO 9-0 25CM 2XCC6.5;Microcirurgia;2800G;;;;9-0;25 cm;3/8  Círculo Cilíndrica - 150µ 6,5cm;Círculo Cilíndrica - 150µ;2 x CC6,5;3/8;6,5mm;12;Novo;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 9-0 com 25 cm de comprimento, com duas agulhas (2) x CC6,5 de curvatura 3/8 Círculo Cilíndrica - 150µ 6,5 mm. Produto comercializado em caixa contendo 12 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:2NPG10390D- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
3NP45320-;MONOSOF;NYLON;MONOSOF PRETO 2-0 3X45CM CT30;Cuticular - Fechamento de Pele;3215T;;;;2-0;3 x 45 cm;3/8 Circ. Triangular / Reverse Cutting - 3,0 cm;CírculoTriangular;CT30;3/8;3,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 2-0 com três fios  (3)45 cm de comprimento, com agulha CT30 de curvatura 3/8 CírculoTriangular 3,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:3NP45320- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
3NP45330-;MONOSOF;NYLON;MONOSOF PRETO 3-0 3X45CM CT30;Cuticular - Fechamento de Pele;3171T;;;;3-0;3 x 45 cm;3/8 Circ. Triangular / Reverse Cutting - 3,0 cm;CírculoTriangular;CT30;3/8;3,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 3-0 com três fios  (3)45 cm de comprimento, com agulha CT30 de curvatura 3/8 CírculoTriangular 3,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:3NP45330- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
3NP47320-;MONOSOF;NYLON;MONOSOF PRETO 2-0 3X45CM CT40;Cuticular - Fechamento de Pele;3174T;;;;2-0;3 x 45 cm;3/8 Circ. Triangular / Reverse Cutting - 4,0 cm;CírculoTriangular;CT40;3/8;4,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 2-0 com três fios  (3)45 cm de comprimento, com agulha CT40 de curvatura 3/8 CírculoTriangular 4,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:3NP47320- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
3NP69330-;MONOSOF;NYLON;MONOSOF PRETO 3-0 3X45CM RTR60;Cuticular - Fechamento de Pele;3627T;;;;3-0;3 x 45 cm;Reta Triangular / Straight Reverse Cutting - 6,0 cm; Triangular;RTR60;Reta;6,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 3-0 com três fios  (3)45 cm de comprimento, com agulha RTR60 de curvatura Reta  Triangular 6,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:3NP69330- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL303RT60S3
3NP69340-;MONOSOF;NYLON;MONOSOF PRETO 4-0 3X45CM RTR60;Cuticular - Fechamento de Pele;3626T;;;;4-0;3 x 45 cm;Reta Triangular / Straight Reverse Cutting - 6,0 cm; Triangular;RTR60;Reta;6,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com três fios  (3)45 cm de comprimento, com agulha RTR60 de curvatura Reta  Triangular 6,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:3NP69340- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL403RT60S3
3NP84330-;MONOSOF;NYLON;MONOSOF PRETO 3-0 3X45CM CT24;Cuticular - Fechamento de Pele;3163T;;;;3-0;3 x 45 cm;3/8 Circ. Triangular / Reverse Cutting - 2,4 cm;CírculoTriangular;CT24;3/8;2,4cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 3-0 com três fios  (3)45 cm de comprimento, com agulha CT24 de curvatura 3/8 CírculoTriangular 2,4cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:3NP84330- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
3NP84340-;MONOSOF;NYLON;MONOSOF PRETO 4-0 3X45CM CT24;Cuticular - Fechamento de Pele;3129T;;;;4-0;3 x 45 cm;3/8 Circ. Triangular / Reverse Cutting - 2,4 cm;CírculoTriangular;CT24;3/8;2,4cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com três fios  (3)45 cm de comprimento, com agulha CT24 de curvatura 3/8 CírculoTriangular 2,4cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:3NP84340- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NB43340-;MONOSOF;NYLON;MONOSOF INCOL. 4-0 45CM CT20;Cuticular - Fechamento de Pele;;;;;4-0;45 cm;3/8 Circ. Triangular / Reverse Cutting  - 2,0 cm;CírculoTriangular;CT20;3/8;2,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Incolor composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 45 cm de comprimento, com agulha CT20 de curvatura 3/8 CírculoTriangular 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NB43340- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NB52340-;MONOSOF;NYLON;MONOSOF INCOL. 4-0 45CM MT15;Cuticular - Fechamento de Pele;;;;;4-0;45 cm;1/2 Circ. Triangular / Reverse Cutting - 1,5 cm;CírculoTriangular;MT15;1/2;1,5cm;24;;80052020064;Fio de sutura cirúrgica Monosof Incolor composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 45 cm de comprimento, com agulha MT15 de curvatura 1/2 CírculoTriangular 1,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NB52340- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NB83330-;MONOSOF;NYLON;MONOSOF INCOL. 3-0 45CM CT19.5;Cuticular - Fechamento de Pele;;;;;3-0;45 cm;3/8 Circ. Triangular / Reverse Cutting -  1,95 cm;Triangular Premium Point;CT19,5;3/8;1,95cm;24;;80052020064;Fio de sutura cirúrgica Monosof Incolor composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 3-0 com 45 cm de comprimento, com agulha CT19,5 de curvatura 3/8 Triangular Premium Point Corpo estriado 1,95cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NB83330- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NB83340-;MONOSOF;NYLON;MONOSOF INCOL. 4-0 45CM CT19.5;Cuticular - Fechamento de Pele;1111T;;;;4-0;45 cm;3/8 Circ. Triangular / Reverse Cutting -  1,95 cm;Triangular Premium Point;CT19,5;3/8;1,95cm;24;;80052020064;Fio de sutura cirúrgica Monosof Incolor composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 45 cm de comprimento, com agulha CT19,5 de curvatura 3/8 Triangular Premium Point Corpo estriado 1,95cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NB83340- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NBK83330V;MONOSOF;NYLON;MONOSOF INCOL. 3-0 45CM CT24XF;Cirurgia Plástica;P1163T;;;;3-0;45 cm;3/8 Triangular Premium Plastic - 2,4cm;Triangular Premium Plastic;CT24XF;3/8;2,4cm;24;;80052020064;Fio de sutura cirúrgica Monosof Incolor composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 3-0 com 45 cm de comprimento, com agulha CT24XF de curvatura 3/8 Triangular Premium Plastic 2,4cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NBK83330V- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL30CT24IAP
NBXF52340-;MONOSOF;NYLON;MONOSOF INCOL. 4-0 45CM MT15XF;Cirurgia Plástica;P1603T;;;;4-0;45 cm;1/2 Circ. Triangular / Reverse Cutting - 1,5 cm;Triangular Premium Plastic;MT15 XF;1/2;1,5cm;24;;80052020064;Fio de sutura cirúrgica Monosof Incolor composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 45 cm de comprimento, com agulha MT15XF de curvatura 1/2 Triangular Premium Plastic 1,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NBXF52340- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL40MT16IAP
NBXF52350-;MONOSOF;NYLON;MONOSOF INCOL. 5-0 45CM MT15XF;Cirurgia Plástica;P1602T;;;;5-0;45 cm;1/2 Circ. Triangular / Reverse Cutting - 1,5 cm;Triangular Premium Plastic;MT15 XF;1/2;1,5cm;24;;80052020064;Fio de sutura cirúrgica Monosof Incolor composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 5-0 com 45 cm de comprimento, com agulha MT15XF de curvatura 1/2 Triangular Premium Plastic 1,5cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NBXF52350- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL50MT16IAP
NBXF81360-;MONOSOF;NYLON;MONOSOF INCOL. 6-0 45CM CT11XF;Cirurgia Plástica;P689T;;;;6-0;45 cm;3/8 Circ. Triangular / Reverse Cutting - 1,1 cm;Triangular Premium Plastic;CT11 XF;3/8;1,1cm;24;;80052020064;Fio de sutura cirúrgica Monosof Incolor composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 6-0 com 45 cm de comprimento, com agulha CT11XF de curvatura 3/8 Triangular Premium Plastic 1,1cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NBXF81360- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NBXF83340-;MONOSOF;NYLON;MONOSOF INCOL. 4-0 45CM CT19.5XF;Cirurgia Plástica;P1611T;;;;4-0;45 cm;3/8 Circ. Triangular / Reverse Cutting - 1,95 cm;Triangular Premium Plastic;CT19,5 XF;3/8;1,95cm;24;;80052020064;Fio de sutura cirúrgica Monosof Incolor composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 45 cm de comprimento, com agulha CT19,5XF de curvatura 3/8 Triangular Premium Plastic 1,95cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NBXF83340- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL40CT19IAP
NBXF83350-;MONOSOF;NYLON;MONOSOF INCOL. 5-0 45CM CT19.5XF;Cirurgia Plástica;;;;;5-0;45 cm;3/8 Circ. Triangular / Reverse Cutting - 1,95 cm;Triangular Premium Plastic;CT19,5 XF;3/8;1,95cm;24;;80052020064;Fio de sutura cirúrgica Monosof Incolor composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 5-0 com 45 cm de comprimento, com agulha CT19,5XF de curvatura 3/8 Triangular Premium Plastic 1,95cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NBXF83350- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NP11350-;MONOSOF;NYLON;MONOSOF PRETO 5-0 75CM CC13;Vascular;V2351T;;;;5-0;75 cm;3/8 Circ. Cilindrica / Taper Point - 1,3 cm;Círculo  Cilíndrico;CC13;3/8;1,3cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 5-0 com 75 cm de comprimento, com agulha CC13 de curvatura 3/8 Círculo  Cilíndrico 1,3cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP11350- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL50CR13S3
NP12340-;MONOSOF;NYLON;MONOSOF PRETO 4-0 75CM CC13;Vascular;;;;;4-0;75 cm;3/8 Circ. Cilindrica / Taper Point - 1,3 cm;Círculo  Cilíndrico;CC13;3/8;1,3cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 75 cm de comprimento, com agulha CC13 de curvatura 3/8 Círculo  Cilíndrico 1,3cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP12340- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NP15010-;MONOSOF;NYLON;MONOSOF PRETO 0 150CM;Ligadura;FN505T;;;;0;150 cm;;-;;-;-;24;;80052020062;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 0 com 150 cm de comprimento, sem agulha. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020062 Código/modelo:NP15010- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL0SA150
NP15020-;MONOSOF;NYLON;MONOSOF PRETO 2-0 150CM;Ligadura;FN504T;;;;2-0;150 cm;;-;;-;-;24;;80052020062;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 2-0 com 150 cm de comprimento, sem agulha. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020062 Código/modelo:NP15020- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL20SA150
NP15030-;MONOSOF;NYLON;MONOSOF PRETO 3-0 150CM;Ligadura;FN503T;;;;3-0;150 cm;;-;;-;-;24;;80052020062;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 3-0 com 150 cm de comprimento, sem agulha. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020062 Código/modelo:NP15030- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL30SA150
NP15040-;MONOSOF;NYLON;MONOSOF PRETO 4-0 150CM;Ligadura;FN502T;;;;4-0;150 cm;;-;;-;-;24;;80052020062;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 150 cm de comprimento, sem agulha. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020062 Código/modelo:NP15040- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL40SA150
NP21350-;MONOSOF;NYLON;MONOSOF PRETO 5-0 45CM MC10;Neurocirurgia;N5002T;;;;5-0;45 cm;1/2 Circ. Cilindrica / Taper Point - 1,0 cm;Círculo  Cilíndrico;MC10;1/2;1,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 5-0 com 45 cm de comprimento, com agulha MC10 de curvatura 1/2 Círculo  Cilíndrico 1,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP21350- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL50MR10E
NP23340-;MONOSOF;NYLON;MONOSOF PRETO 4-0 75CM MC20;Vascular;V4452T;;;;4-0;75 cm;1/2 Circ. Cilindrica / Taper Point - 2,0 cm;Círculo  Cilíndrico;MC20;1/2;2,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 75 cm de comprimento, com agulha MC20 de curvatura 1/2 Círculo  Cilíndrico Corpo estriado 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP23340- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL40MR20S3
NP27310-;MONOSOF;NYLON;MONOSOF PRETO 0 75CM MCR40;Fechamento Geral / Obstetrícia / Ginecologia;;;;;0;75 cm;1/2 Circ. Cilindrica Robusta / Taper Point Heavy - 4,0 cm;Círculo Cilíndrica Robusta;MCR40;1/2;4,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 0 com 75 cm de comprimento, com agulha MCR40 de curvatura 1/2 Círculo Cilíndrica Robusta Corpo estriado 4,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP27310- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NP27320-;MONOSOF;NYLON;MONOSOF PRETO 2-0 75CM MCR40;Fechamento Geral / Obstetrícia / Ginecologia;;;;;2-0;75 cm;1/2 Circ. Cilindrica  Robusta / Taper point Heavy - 4,0 cm;Círculo Cilíndrica Robusta;MCR40;1/2;4,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 2-0 com 75 cm de comprimento, com agulha MCR40 de curvatura 1/2 Círculo Cilíndrica Robusta Corpo estriado 4,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP27320- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NP43310-;MONOSOF;NYLON;MONOSOF PRETO 0 45CM CT20;Cuticular - Fechamento de Pele;14505T;;;NM100X;0;45 cm;3/8 Circ. Triangular / Reverse Cutting - 2,0 cm;CírculoTriangular;CT20;3/8;2,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 0 com 45 cm de comprimento, com agulha CT20 de curvatura 3/8 CírculoTriangular 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP43310- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL0CT19S3
NP43320-;MONOSOF;NYLON;MONOSOF PRETO 2-0 45CM CT20;Cuticular - Fechamento de Pele;14504T;;;NM102X;2-0;45 cm;3/8 Circ. Triangular / Reverse Cutting - 2,0 cm;CírculoTriangular;CT 20;3/8;2,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 2-0 com 45 cm de comprimento, com agulha CT20 de curvatura 3/8 CírculoTriangular 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP43320- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL20CT19S3
NP43330-;MONOSOF;NYLON;MONOSOF PRETO 3-0 45CM CT20;Cuticular - Fechamento de Pele;14503T;;;NM105X;3-0;45 cm;3/8 Circ. Triangular / Reverse Cutting - 2,0 cm;CírculoTriangular;CT20;3/8;2,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 3-0 com 45 cm de comprimento, com agulha CT20 de curvatura 3/8 CírculoTriangular 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP43330- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL30CT19S3
NP43330E-;MONOSOF;NYLON;MONOSOF PRETO 3-0 75CM CT20;Cuticular - Fechamento de Pele;;;;;3-0;75 cm;3/8 Circ. Triangular / Reverse Cutting - 2,0 cm;CírculoTriangular;CT20;3/8;2,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 3-0 com 75 cm de comprimento, com agulha CT20 de curvatura 3/8 CírculoTriangular 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP43330E- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NP43340;MONOSOF;NYLON;MONOSOF PRETO 4-0 45CM CT20;Cuticular - Fechamento de Pele;14502T;;;NM109X;4-0;45 cm;3/8 Circ. Triangular / Reverse Cutting - 2,0 cm;CírculoTriangular;CT20;3/8;2,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 45 cm de comprimento, com agulha CT20 de curvatura 3/8 CírculoTriangular 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP43340- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL40CT19S3
NP43340E-;MONOSOF;NYLON;MONOSOF PRETO 4-0 75CM CT20;Cuticular - Fechamento de Pele;;;;;4-0;75 cm;3/8 Circ. Triangular / Reverse Cutting - 2,0 cm;CírculoTriangular;CT20;3/8;2,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 4-0 com 75 cm de comprimento, com agulha CT20 de curvatura 3/8 CírculoTriangular 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP43340E- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NP43350-;MONOSOF;NYLON;MONOSOF PRETO 5-0 45CM CT20;Cuticular - Fechamento de Pele;14501T;;;NM113X;5-0;45 cm;3/8 Circ. Triangular / Reverse Cutting - 2,0 cm;CírculoTriangular;CT20;3/8;2,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 5-0 com 45 cm de comprimento, com agulha CT20 de curvatura 3/8 CírculoTriangular 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP43350- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL50CT19S3
NP43350E-;MONOSOF;NYLON;MONOSOF PRETO 5-0 75CM CT20;Cuticular - Fechamento de Pele;;;;;5-0;75 cm;3/8 Circ. Triangular / Reverse Cutting - 2,0 cm;CírculoTriangular;CT20;3/8;2,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 5-0 com 75 cm de comprimento, com agulha CT20 de curvatura 3/8 CírculoTriangular 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP43350E- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
NP43360-;MONOSOF;NYLON;MONOSOF PRETO 6-0 45CM CT20;Cuticular - Fechamento de Pele;14500T;;;NM116X;6-0;45 cm;3/8 Circ. Triangular / Reverse Cutting - 2,0 cm;CírculoTriangular;CT20;3/8;2,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 6-0 com 45 cm de comprimento, com agulha CT20 de curvatura 3/8 CírculoTriangular 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP43360- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;NL60CT19S3
NP43360E-;MONOSOF;NYLON;MONOSOF PRETO 6-0 75CM CT20;Cuticular - Fechamento de Pele;;;;;6-0;75 cm;3/8 Circ. Triangular / Reverse Cutting - 2,0 cm;CírculoTriangular;CT20;3/8;2,0cm;24;;80052020064;Fio de sutura cirúrgica Monosof Preto composto por Nylon (Poliamida) monofilamentar, de diâmetro USP 6-0 com 75 cm de comprimento, com agulha CT20 de curvatura 3/8 CírculoTriangular 2,0cm. Produto comercializado em caixa contendo 24 envelopes. Marca: COVIDIEN. Registro ANVISA: 80052020064 Código/modelo:NP43360E- Fabricante: Polysuture. Origem: Nacional.;Nylon;Mononylon;
